,label,z1,z2,split
357,TSS,3.6952223777770996,-1.3550857305526733,test
358,CSS,2.164785861968994,-0.7114982604980469,test
359,TWW,2.8990983963012695,4.083484649658203,test
360,THW,7.616964340209961,3.099374532699585,test
361,CSS,0.9250175952911377,4.547246932983398,test
362,TSH,1.7222020626068115,1.9859683513641357,test
363,TSH,5.59011173248291,0.46195197105407715,test
364,CSS,0.45465755462646484,4.865403175354004,test
365,TSW,3.865415334701538,-0.01324513554573059,test
366,TSH,5.9478960037231445,2.7034285068511963,test
367,THW,3.7912230491638184,4.60862398147583,test
368,CSW,1.5797083377838135,0.09148401021957397,test
369,TSH,4.47045373916626,4.636944770812988,test
370,TSH,3.1266679763793945,3.8589155673980713,test
371,TWH,4.1753692626953125,7.605380058288574,test
372,TSS,4.798436164855957,4.319276332855225,test
373,TSH,3.036827802658081,0.015288352966308594,test
374,CWH,5.9205546379089355,1.5755891799926758,test
375,CSH,1.2530338764190674,7.112654685974121,test
376,CSH,1.1601811647415161,0.8928787112236023,test
377,TSH,1.5602489709854126,1.1285169124603271,test
378,THH,4.776224136352539,-0.8982415199279785,test
379,TSH,5.247443199157715,2.555802822113037,test
380,TSH,6.6405229568481445,5.178742408752441,test
381,CWH,5.922832489013672,4.673791885375977,test
382,CSS,6.169187545776367,2.5825352668762207,test
383,CSS,6.003402233123779,0.004054069519042969,test
384,TSS,4.084610462188721,3.0595884323120117,test
385,TWS,1.005820870399475,2.823012113571167,test
386,TSW,-0.2773130536079407,5.907735824584961,test
387,CSW,8.089822769165039,2.3643367290496826,test
388,TWH,5.116384506225586,5.908600330352783,test
389,CSW,6.753329277038574,-1.8894814252853394,test
390,TWH,3.349091053009033,-1.5119229555130005,test
391,TWH,3.104201316833496,3.3385090827941895,test
392,TSS,6.511475563049316,2.48380446434021,test
393,CSS,7.751096725463867,4.852947235107422,test
394,CSW,4.304163932800293,1.2929015159606934,test
395,TSH,5.213808059692383,3.3508071899414062,test
396,TSS,6.18311882019043,1.252018690109253,test
397,THS,3.947364330291748,2.6799676418304443,test
398,THS,2.0498206615448,1.4096331596374512,test
399,CSS,3.5794639587402344,-1.1080232858657837,test
400,CSS,2.8532159328460693,-0.5531533360481262,test
401,TSW,4.1426920890808105,3.7365403175354004,test
402,CWS,1.4778941869735718,3.9864234924316406,test
403,CSW,4.904923915863037,6.689271926879883,test
404,CSH,0.5198447108268738,3.948425054550171,test
405,TSS,1.4064768552780151,1.4253877401351929,test
406,THH,4.587703704833984,0.6193852424621582,test
407,CSS,2.6979339122772217,4.474099636077881,test
408,CSH,4.740213394165039,1.3087338209152222,test
409,TSW,3.6655092239379883,3.4950180053710938,test
410,CSH,9.045978546142578,5.317277431488037,test
411,TSS,3.9267630577087402,6.158586502075195,test
412,CWS,2.44435453414917,2.526735782623291,test
413,THS,3.7221899032592773,1.736794114112854,test
414,TSS,3.932610034942627,8.565032958984375,test
415,CWH,1.6196234226226807,0.8847209215164185,test
416,CSW,3.0520548820495605,0.7327984571456909,test
417,CSW,3.534799098968506,2.930887222290039,test
418,CSH,4.431996822357178,2.006190776824951,test
419,CSH,0.40669411420822144,1.3676358461380005,test
420,TSS,2.946441173553467,2.201158046722412,test
421,TSH,2.917198419570923,-1.2783443927764893,test
422,CSH,0.8561308979988098,3.7294769287109375,test
423,TWW,3.530308246612549,-0.35772109031677246,test
424,CSS,5.790656089782715,3.3895113468170166,test
425,TWH,2.935581684112549,2.5675406455993652,test
426,TWS,2.1243114471435547,-0.4484102725982666,test
427,TWH,4.156440258026123,1.1570122241973877,test
428,CWH,1.3130621910095215,3.3813891410827637,test
429,THS,7.048346996307373,3.8162407875061035,test
430,CWS,5.653042316436768,1.741196632385254,test
431,CSH,4.848459720611572,5.080127716064453,test
432,CSH,5.149959087371826,0.7270098924636841,test
433,TSS,0.8796532154083252,4.082379341125488,test
434,CHS,5.2920732498168945,5.013409614562988,test
435,TWW,1.3876073360443115,5.74012565612793,test
436,TWH,5.983667373657227,2.703941822052002,test
437,CSS,4.601212501525879,1.1237576007843018,test
438,CSH,4.564996242523193,-0.21580970287322998,test
439,TSH,6.264204025268555,4.620140075683594,test
440,TWH,6.141702175140381,2.9966907501220703,test
441,TSS,2.8224287033081055,3.7030110359191895,test
442,TWH,3.3949599266052246,0.5601556301116943,test
443,CSS,2.857698678970337,0.0836520791053772,test
444,THS,7.570080757141113,2.7923645973205566,test
445,THS,3.4267067909240723,2.434823751449585,test
446,TSS,4.1056084632873535,1.6024235486984253,test
447,TSS,0.07814367115497589,3.1994004249572754,test
448,TSS,7.734243392944336,3.442556858062744,test
449,CSS,3.530336856842041,0.30026429891586304,test
450,CHH,3.0348012447357178,2.917584180831909,test
451,TWH,4.213776111602783,0.6795614957809448,test
452,CSS,4.771642208099365,2.760504961013794,test
453,CSS,0.6226204633712769,4.137582302093506,test
454,CSS,4.411613941192627,-0.6450289487838745,test
455,TWW,3.3700661659240723,-0.8455044031143188,test
456,CSH,6.23353385925293,0.7303647994995117,test
457,THH,3.9108128547668457,3.171657085418701,test
458,THW,5.035191059112549,2.519810438156128,test
459,CSS,4.265462875366211,3.3383641242980957,test
460,CSS,2.407367706298828,4.137692451477051,test
461,TWS,5.810491561889648,3.6957643032073975,test
462,TSH,5.416767120361328,2.3489317893981934,test
463,CSS,2.5492031574249268,2.6244747638702393,test
464,THW,3.4874634742736816,-0.12308228015899658,test
465,CSH,7.393640041351318,-0.7321527004241943,test
466,THS,4.117910861968994,-2.2493438720703125,test
467,CSW,3.0001063346862793,-0.20271772146224976,test
468,CSS,5.20831298828125,1.7975707054138184,test
469,THS,5.108092784881592,3.0820469856262207,test
470,CSS,3.800992012023926,1.613464593887329,test
471,CSS,0.3726983070373535,4.202433109283447,test
472,CWH,6.2281999588012695,2.348210573196411,test
473,CSW,4.408308506011963,3.5508596897125244,test
474,CWS,1.9278655052185059,4.185946464538574,test
475,CSS,3.6132006645202637,-0.015674293041229248,test
476,CWH,3.11210298538208,3.565187931060791,test
477,CSS,3.977172374725342,2.150778293609619,test
478,THH,2.2356953620910645,3.520850896835327,test
479,CSS,2.7423276901245117,1.6468843221664429,test
480,THS,6.188377380371094,2.8386998176574707,test
481,TSS,4.252511024475098,3.0135486125946045,test
482,CSS,2.4805548191070557,4.947278022766113,test
483,TWS,1.730062484741211,0.4725186228752136,test
484,TSH,6.11536169052124,0.2806210517883301,test
485,CWH,3.806544065475464,-0.1895350217819214,test
486,TWH,3.4867043495178223,3.0113413333892822,test
487,THS,2.615936279296875,1.7004954814910889,test
488,TSH,5.266659259796143,-0.43899044394493103,test
489,CSS,3.363950729370117,0.712252140045166,test
490,CSH,3.335374593734741,-1.352961540222168,test
491,CWH,5.537439346313477,5.6212310791015625,test
492,TWH,4.186751365661621,0.977473258972168,test
493,CWS,4.794056415557861,3.513190507888794,test
494,TWH,4.1066155433654785,2.61083984375,test
495,TSS,2.1125543117523193,1.3380122184753418,test
496,TWS,4.043218612670898,3.6832733154296875,test
497,CSS,3.2964067459106445,-0.365336537361145,test
498,TSW,5.565174102783203,2.3315224647521973,test
499,THH,2.202883243560791,-0.4325498342514038,test
500,THS,2.460953950881958,0.7664012312889099,test
501,TSH,6.163869857788086,4.815053939819336,test
502,CWH,2.584575653076172,2.445446491241455,test
503,TSS,5.312883377075195,1.6715086698532104,test
504,CSS,4.531159400939941,0.33632856607437134,test
505,TSW,3.6625912189483643,-0.9930199384689331,test
506,TSS,1.5239204168319702,1.7597882747650146,test
507,THW,5.645570278167725,4.3021464347839355,test
508,CSS,6.074984550476074,1.8595987558364868,test
509,CWH,5.118327617645264,2.148463487625122,test
510,THW,3.574963331222534,0.0767066478729248,test
511,CSH,4.680338382720947,1.951236605644226,test
512,CSS,5.049530029296875,0.6877871155738831,test
513,TWH,7.406921863555908,0.5211783647537231,test
514,TSS,2.1535110473632812,2.4057743549346924,test
515,CSW,4.287149429321289,2.4488797187805176,test
516,TSW,5.0734992027282715,0.9506022930145264,test
517,TSS,1.6506441831588745,0.4493005871772766,test
518,THW,6.895673751831055,0.8346647620201111,test
519,TSH,3.6714375019073486,0.42907801270484924,test
520,CSS,3.822589635848999,1.4556186199188232,test
521,CSW,4.836485862731934,7.333209991455078,test
522,CSS,3.704265832901001,3.2324609756469727,test
523,TSH,8.150989532470703,4.630089282989502,test
524,THW,7.3403425216674805,3.2984328269958496,test
525,CSH,3.0662074089050293,3.0851247310638428,test
526,CSS,4.912259578704834,4.065812110900879,test
527,THS,5.493351936340332,0.8440719246864319,test
528,CSS,0.4926466941833496,4.1851806640625,test
529,CSW,5.720852375030518,4.869367599487305,test
530,TSS,2.280228853225708,0.08737236261367798,test
531,CSH,6.7377214431762695,1.399209976196289,test
532,TWH,1.515960693359375,3.538020610809326,test
533,THS,3.3061697483062744,0.5670464038848877,test
534,CSS,6.756796836853027,2.9788899421691895,test
535,TSH,1.6744264364242554,3.7573134899139404,test
536,CSS,4.187444686889648,0.4026682376861572,test
537,CSS,3.1708812713623047,0.8857709169387817,test
538,CWH,0.35659074783325195,3.324068069458008,test
539,CSS,3.78818678855896,4.0099334716796875,test
540,CWH,3.7906978130340576,7.3961029052734375,test
541,CWH,2.170186996459961,2.436070442199707,test
542,CWH,4.73829984664917,4.832723617553711,test
543,TSS,2.3876113891601562,0.5341747999191284,test
544,CWH,4.909257888793945,0.38762545585632324,test
545,THS,2.491028070449829,-0.18034714460372925,test
546,CWS,3.8104941844940186,6.266685485839844,test
547,TSH,7.337242126464844,4.130337715148926,test
548,TSS,5.1017866134643555,4.795166969299316,test
549,THH,1.790324091911316,0.45877450704574585,test
550,TSH,5.983817100524902,1.4101632833480835,test
551,TWS,4.342546463012695,2.500555992126465,test
552,CHS,4.07536506652832,0.37551218271255493,test
553,TSH,4.4161834716796875,2.2633614540100098,test
554,TSS,2.7720460891723633,4.336705684661865,test
555,TSH,6.503594875335693,3.084393262863159,test
556,CSS,0.49264711141586304,4.185180187225342,test
557,CSH,4.996689796447754,0.4051421582698822,test
558,TWH,2.4148640632629395,-1.1713546514511108,test
