,pred,true
0,4.865616798400879,8.408660888671875
1,1.8027820587158203,6.0705389976501465
2,4.829338550567627,5.186452865600586
3,6.755138397216797,7.7558465003967285
4,5.208940505981445,4.070832252502441
5,7.9276347160339355,4.834070205688477
6,0.6242823004722595,4.0201005935668945
7,9.15707778930664,7.237722396850586
8,3.7371180057525635,3.1394710540771484
9,5.852861404418945,10.567473411560059
10,5.583778381347656,41.893592834472656
11,11.612351417541504,9.859501838684082
12,7.2812323570251465,5.590808868408203
13,4.101377964019775,7.8452911376953125
14,6.092545986175537,1.550567865371704
15,10.726314544677734,4.7907633781433105
16,6.2153825759887695,20.820322036743164
17,6.716151714324951,4.883885383605957
18,1.508271336555481,14.571948051452637
19,1.9653701782226562,3.7080986499786377
20,5.3738112449646,5.981576919555664
21,6.491788864135742,4.09995698928833
22,10.114237785339355,2.9445106983184814
23,2.042694568634033,2.3566009998321533
24,8.914895057678223,1.134803295135498
25,7.130370616912842,3.2501301765441895
26,2.524271249771118,5.748447895050049
27,11.734563827514648,1.574803113937378
28,6.9257378578186035,4.241871356964111
29,3.557847261428833,2.9755704402923584
30,4.441778659820557,22.62955665588379
31,3.0625438690185547,16.50301170349121
32,9.961010932922363,7.875255584716797
33,3.09669828414917,6.850018501281738
34,7.908102989196777,5.221523284912109
35,2.6245222091674805,6.817794322967529
36,4.459518909454346,5.4964680671691895
37,2.0050148963928223,6.862475872039795
38,1.9804099798202515,18.407732009887695
39,4.713846683502197,5.104124069213867
40,7.514419078826904,5.528985500335693
41,8.57761287689209,4.0089802742004395
42,2.0359952449798584,6.756300449371338
43,5.402186870574951,3.550443172454834
44,8.917670249938965,6.867424011230469
45,8.54643726348877,8.544452667236328
46,4.791581630706787,12.779553413391113
47,8.009668350219727,5.849834442138672
48,2.9190001487731934,3.960866928100586
49,1.6433675289154053,3.109114646911621
50,9.570125579833984,7.828707695007324
51,9.058691024780273,5.289186000823975
52,9.692761421203613,4.846370220184326
53,7.196966648101807,6.261544704437256
54,7.398520469665527,6.183718204498291
55,0.5040140151977539,5.921714782714844
56,7.3817620277404785,6.774149417877197
57,3.5044195652008057,5.30166482925415
58,2.31042218208313,6.3023881912231445
59,10.78533935546875,1.150628924369812
60,12.012425422668457,6.654688358306885
61,6.229790687561035,9.014287948608398
62,2.4109456539154053,10.42318058013916
63,4.126112937927246,5.120983123779297
64,3.2882349491119385,5.526846408843994
65,4.830970764160156,6.540863990783691
66,15.367928504943848,5.963384628295898
67,1.9085088968276978,4.219231128692627
68,5.642435073852539,5.362217903137207
69,6.225104331970215,6.684492111206055
70,9.279681205749512,5.1547722816467285
71,1.4706079959869385,5.542315483093262
72,5.495413303375244,7.656381130218506
73,2.0940754413604736,5.235053539276123
74,4.652202606201172,5.955571174621582
75,7.64876127243042,6.308750152587891
76,5.442121982574463,7.368110656738281
77,2.5396718978881836,5.287368297576904
78,5.091121673583984,6.855419158935547
79,2.8919601440429688,18.46381187438965
80,2.5728182792663574,15.61158275604248
81,2.3529789447784424,8.836264610290527
82,11.601738929748535,6.0070881843566895
83,6.400014877319336,6.06943416595459
84,1.507558822631836,5.8551435470581055
85,1.4565949440002441,5.7887115478515625
86,3.642733573913574,5.328644275665283
87,3.4399473667144775,4.573205471038818
88,7.457193374633789,4.886391639709473
89,4.765754699707031,24.712717056274414
90,3.9825992584228516,4.987157821655273
91,6.255710124969482,4.8128981590271
92,0.9876530766487122,5.294086456298828
93,3.5326695442199707,4.641879081726074
94,6.82492208480835,18.561485290527344
95,3.1145381927490234,3.7271015644073486
96,8.674566268920898,18.597732543945312
97,7.779275894165039,10.035626411437988
98,2.3329310417175293,6.799020767211914
99,4.982319355010986,10.07353687286377
100,8.92308521270752,15.888147354125977
101,10.057352066040039,27.111291885375977
102,3.981172800064087,3.573024034500122
103,2.219386100769043,3.6961746215820312
104,3.6270697116851807,8.227744102478027
105,2.5844154357910156,4.4860148429870605
106,6.536186695098877,20.362449645996094
107,10.035439491271973,3.478986978530884
108,6.546672821044922,7.1242828369140625
109,7.744581699371338,6.885866641998291
110,11.455366134643555,4.315273761749268
111,4.010207653045654,5.127678871154785
112,5.230230808258057,12.98448371887207
113,4.462863922119141,10.008007049560547
114,6.507153034210205,4.815216064453125
115,6.911634922027588,12.068549156188965
116,1.0570735931396484,5.951495170593262
117,2.680720329284668,9.65670394897461
118,4.431754112243652,5.255965232849121
119,8.630901336669922,41.11842346191406
120,4.657866954803467,10.51082706451416
121,8.15845775604248,4.5285749435424805
122,6.028311252593994,9.471490859985352
123,5.692851543426514,9.066183090209961
124,1.9065624475479126,9.431293487548828
125,5.992559432983398,9.711566925048828
126,5.015105247497559,7.504971504211426
127,2.6824960708618164,4.192256927490234
128,2.519655466079712,4.4860148429870605
129,5.260964393615723,4.102900505065918
130,8.381900787353516,11.988251686096191
131,5.332235336303711,6.394679069519043
132,8.078410148620605,5.238619327545166
133,4.646088600158691,21.26076316833496
134,5.863224029541016,4.781371593475342
135,2.751716375350952,9.594627380371094
136,5.990181922912598,7.325470447540283
137,5.572586536407471,16.469039916992188
138,6.609932899475098,4.351041793823242
139,11.6632661819458,4.499943733215332
140,3.392038345336914,8.459163665771484
141,4.89248514175415,13.448090553283691
142,1.704695463180542,30.674846649169922
143,2.0238826274871826,29.197080612182617
144,0.8258344531059265,18.58563232421875
145,2.2567718029022217,39.79307556152344
146,5.890440940856934,15.392903327941895
147,8.590588569641113,4.1350507736206055
148,4.598201274871826,8.124796867370605
149,5.535351276397705,18.325088500976562
150,5.990527153015137,3.610499382019043
151,4.484229564666748,16.28266716003418
152,7.628759860992432,4.236480236053467
153,5.0569233894348145,7.924244403839111
154,9.441781997680664,5.259420871734619
155,5.1505126953125,9.841550827026367
156,7.2965922355651855,8.067769050598145
157,7.119378566741943,12.341108322143555
158,9.740829467773438,6.193100452423096
159,8.328729629516602,4.770537376403809
160,6.349076271057129,3.5295157432556152
161,1.9681611061096191,18.953754425048828
162,1.659275770187378,13.989927291870117
163,4.493914604187012,3.4677672386169434
164,5.471914768218994,5.297311305999756
165,3.8693206310272217,4.196302890777588
166,8.390358924865723,10.757893562316895
167,4.5755534172058105,7.877117156982422
168,11.89841079711914,7.087674140930176
169,6.352478504180908,12.6159086227417
170,3.7766387462615967,4.658963680267334
171,1.922661542892456,5.714285373687744
172,4.755349159240723,13.376137733459473
173,8.925562858581543,6.229558944702148
174,8.274580955505371,19.811786651611328
175,12.008913040161133,7.9500732421875
176,4.318321704864502,4.463289260864258
177,11.935125350952148,11.346230506896973
178,9.856742858886719,27.24053192138672
179,3.9870848655700684,23.71072769165039
180,8.440985679626465,2.995222806930542
181,1.3167965412139893,6.366992950439453
182,0.9763729572296143,4.673880100250244
183,5.904536724090576,3.174704074859619
184,10.986902236938477,3.864361047744751
185,2.9723875522613525,3.511112928390503
186,4.3438849449157715,7.4951276779174805
187,3.944523334503174,5.153311252593994
188,5.870170593261719,3.8876469135284424
189,3.808499813079834,6.387531280517578
190,5.836314678192139,1.3157894611358643
191,3.636965751647949,3.748828887939453
192,3.4967141151428223,30.525028228759766
193,5.249288082122803,8.095526695251465
194,9.724769592285156,4.611588954925537
